4.833378601074218750e+01,2.671941280364990234e+00,-5.066108703613281250e+00,2.390824079513549805e+00,5.549561977386474609e+00,2.411872863769531250e+00,1.805378556251525879e+00,5.000000000000000000e+00
7.707681655883789062e-01,1.384269237518310547e+01,-5.456813812255859375e+00,1.970300316810607910e+00,5.000003814697265625e+00,1.940621376037597656e+00,1.763055801391601562e+00,5.000000000000000000e+00
2.936258888244628906e+01,3.178500556945800781e+01,-4.859984397888183594e+00,7.103276252746582031e-01,6.465234756469726562e-01,1.716029286384582520e+00,1.766194224357604980e+00,4.000000000000000000e+00
6.437197113037109375e+01,-2.212649345397949219e+01,-5.797336578369140625e+00,6.783598661422729492e-01,6.305246353149414062e-01,1.656497001647949219e+00,4.927676677703857422e+00,4.000000000000000000e+00
2.432992935180664062e+01,7.415698242187500000e+01,-5.624278068542480469e+00,6.606206893920898438e-01,6.121683120727539062e-01,1.717011094093322754e+00,3.082778930664062500e+00,4.000000000000000000e+00
5.661450958251953125e+01,-2.372092056274414062e+01,-5.879414081573486328e+00,7.422671914100646973e-01,6.793720722198486328e-01,1.696351289749145508e+00,4.941266059875488281e+00,4.000000000000000000e+00
-4.524774169921875000e+01,4.611531829833984375e+01,-6.273799896240234375e+00,6.486203670501708984e-01,5.853437185287475586e-01,1.650532960891723633e+00,3.199480772018432617e+00,4.000000000000000000e+00
6.176716613769531250e+01,-2.313153266906738281e+01,-5.794096469879150391e+00,7.317962050437927246e-01,6.822910904884338379e-01,1.656312823295593262e+00,4.926534652709960938e+00,4.000000000000000000e+00
-9.731350708007812500e+01,-2.409394264221191406e+00,-5.664790630340576172e+00,6.799286007881164551e-01,6.590150594711303711e-01,1.693989992141723633e+00,1.676678061485290527e+00,4.000000000000000000e+00
6.092522048950195312e+01,-2.026809120178222656e+01,-5.642787456512451172e+00,6.737668514251708984e-01,6.233887076377868652e-01,1.683520197868347168e+00,4.916831970214843750e+00,4.000000000000000000e+00
5.899005126953125000e+01,2.435207748413085938e+01,-5.838871002197265625e+00,7.198645472526550293e-01,6.538522839546203613e-01,1.688505053520202637e+00,1.779524207115173340e+00,4.000000000000000000e+00
6.917002868652343750e+01,1.898506736755371094e+01,-5.860376834869384766e+00,6.978860497474670410e-01,6.130297780036926270e-01,1.693606495857238770e+00,4.917590618133544922e+00,4.000000000000000000e+00
-3.076449632644653320e-01,3.065880203247070312e+01,-5.880412101745605469e+00,7.706613540649414062e-01,6.765270233154296875e-01,1.675448656082153320e+00,1.774576544761657715e+00,4.000000000000000000e+00
6.475627136230468750e+01,-2.498599815368652344e+01,-5.886314392089843750e+00,6.623206734657287598e-01,5.929603576660156250e-01,1.661530852317810059e+00,4.973454952239990234e+00,4.000000000000000000e+00
2.081826210021972656e+00,-1.660908126831054688e+01,-5.371150493621826172e+00,6.767261028289794922e-01,6.027471423149108887e-01,1.683199405670166016e+00,4.836485385894775391e+00,4.000000000000000000e+00
-4.564519119262695312e+01,3.912754058837890625e+01,-6.104539394378662109e+00,6.624503135681152344e-01,6.318292617797851562e-01,1.685446262359619141e+00,3.111855268478393555e+00,4.000000000000000000e+00
