1199.000000,4.000000,-1493.148393,-1392.085401,-461.956358,0.253344,198.603856,81.169140,60.557310,179.851818,0.000000,1.000000,0.000000,0.000000,0.000000
1195.000000,0.000000,2925.933512,2150.845506,-395.331097,148.976651,176.020073,415.833459,164.593214,163.338029,0.000000,1.000000,0.000000,0.000000,0.000000
1193.000000,0.000000,3849.494002,507.451846,-391.479969,102.186540,3.260823,426.654801,174.473292,164.888334,0.000000,1.000000,0.000000,0.000000,0.000000
1189.000000,4.000000,-902.880059,-820.178399,-426.278162,0.000000,205.016838,79.382759,73.783184,186.975753,0.000000,1.000000,0.000000,0.000000,0.000000
1185.000000,0.000000,-3015.316323,-1893.516552,-428.617668,86.729876,268.771291,413.346910,174.248571,169.369030,0.000000,1.000000,0.000000,0.000000,0.000000
1171.000000,1.000000,-1251.666463,3658.773049,-461.582947,63.970160,179.385415,162.785215,73.130683,181.907639,0.000000,1.000000,0.000000,0.000000,0.000000
1170.000000,0.000000,-2605.884559,-2708.021967,-461.314344,12.688905,86.809556,436.904039,182.746676,164.172590,0.000000,1.000000,0.000000,0.000000,0.000000
1169.000000,1.000000,-3003.840650,3586.671582,-446.223736,85.735441,180.007730,187.722118,66.594226,180.496347,0.000000,1.000000,0.000000,0.000000,0.000000
1164.000000,1.000000,-2200.074537,-1955.966352,-459.574127,0.000000,81.151953,183.667459,66.070950,176.822555,0.000000,1.000000,0.000000,0.000000,0.000000
1160.000000,4.000000,-4226.436577,-2135.094967,-376.469469,0.000000,266.028519,78.961277,64.977241,177.887809,0.000000,1.000000,0.000000,0.000000,0.000000
1149.000000,0.000000,-3914.127948,3261.496351,-427.605343,64.445383,168.396997,423.179507,187.553457,165.507925,0.000000,1.000000,0.000000,0.000000,0.000000
1146.000000,0.000000,4336.417728,1792.019796,-378.483129,0.496983,186.401182,413.508506,165.090959,161.793911,0.000000,1.000000,0.000000,0.000000,0.000000
1141.000000,4.000000,-741.587213,-629.419984,-440.718555,15.659159,352.792914,78.944663,63.564503,179.638481,0.000000,1.000000,0.000000,0.000000,0.000000
1132.000000,4.000000,-1143.952880,-3032.080456,-335.056257,0.174093,83.023013,77.080850,58.407630,171.843922,0.000000,1.000000,0.000000,0.000000,0.000000
1126.000000,4.000000,-241.483371,-896.524522,-376.866794,0.000000,83.872474,81.412943,73.914344,190.323281,0.000000,1.000000,0.000000,0.000000,0.000000
1089.000000,4.000000,-1403.065128,-826.180461,-449.249458,1.149779,79.968237,80.978492,63.176667,185.032165,0.000000,1.000000,0.000000,0.000000,0.000000
1077.000000,0.000000,3624.509155,1771.110716,-384.494352,0.848229,182.864180,422.011008,174.718066,163.978314,0.000000,1.000000,0.000000,0.000000,0.000000
1032.000000,4.000000,-1452.318918,-2266.770668,-342.524219,0.041359,62.751229,82.460831,65.334601,187.337530,0.000000,1.000000,0.000000,0.000000,0.000000
1028.000000,0.000000,-2264.037933,-1772.950773,-436.522198,0.756570,87.154490,498.008924,201.430390,165.365517,0.000000,1.000000,0.000000,0.000000,0.000000
1022.000000,4.000000,-1018.168109,-731.730596,-448.640966,0.509966,77.549133,81.049716,66.458330,183.269453,0.000000,1.000000,0.000000,0.000000,0.000000
928.000000,4.000000,-1170.730480,-1410.693268,-409.988832,0.197581,82.309275,79.641726,62.669489,187.073481,0.000000,1.000000,0.000000,0.000000,0.000000
902.000000,0.000000,2989.284782,1793.704304,-380.174446,0.121593,177.572054,425.171480,181.744050,164.135146,0.000000,1.000000,0.000000,0.000000,0.000000
882.000000,0.000000,2295.686714,1782.531427,-374.651527,0.216692,176.562048,439.499879,186.966619,166.690338,0.000000,1.000000,0.000000,0.000000,0.000000
872.000000,0.000000,1598.976937,1815.464134,-383.644295,6.277617,175.908465,456.734643,186.306992,166.001892,0.000000,1.000000,0.000000,0.000000,0.000000
799.000000,0.000000,858.417425,1858.658306,-399.928617,4.798912,178.281916,443.701110,177.390441,162.155342,0.000000,1.000000,0.000000,0.000000,0.000000
761.000000,0.000000,-12.091823,1865.574158,-399.587631,23.715735,182.806100,471.514616,173.480535,162.281501,0.000000,1.000000,0.000000,0.000000,0.000000
735.000000,1.000000,-1228.417623,-773.648455,-451.534605,0.827349,71.983457,183.454866,86.480460,181.401467,0.000000,1.000000,0.000000,0.000000,0.000000
577.000000,4.000000,-726.246977,-893.707999,-409.390640,0.284756,33.002797,84.737554,68.474311,185.325539,0.000000,1.000000,0.000000,0.000000,0.000000
539.000000,4.000000,-497.153526,3328.258186,-432.509995,2.540765,184.613884,89.233211,64.937035,185.276001,0.000000,1.000000,0.000000,0.000000,0.000000
22.000000,4.000000,-4200.733566,-1814.255972,-381.978440,0.100222,97.325679,83.134322,70.049277,183.327472,0.000000,1.000000,0.000000,0.000000,0.000000
18.000000,4.000000,-1094.051638,-861.764054,-443.457127,1.284133,32.336672,80.560000,67.696342,187.781775,0.000000,1.000000,0.000000,0.000000,0.000000
