3.196798706054687500e+01,9.357101440429687500e+00,-5.430868148803710938e+00,1.886061906814575195e+00,4.321541786193847656e+00,1.955199956893920898e+00,1.768819212913513184e+00,5.000000000000000000e+00
-6.187691116333007812e+01,-1.253901863098144531e+01,-5.771096706390380859e+00,2.158757686614990234e+00,5.270888805389404297e+00,2.132344961166381836e+00,1.647055864334106445e+00,5.000000000000000000e+00
3.007005500793457031e+01,3.366171646118164062e+01,-4.773908138275146484e+00,2.051179409027099609e+00,4.838751316070556641e+00,2.110395908355712891e+00,1.777977824211120605e+00,5.000000000000000000e+00
-6.468382263183593750e+01,2.019740486145019531e+01,-5.451177597045898438e+00,2.223136663436889648e+00,5.200793266296386719e+00,2.223987817764282227e+00,1.645783543586730957e+00,5.000000000000000000e+00
-6.107281494140625000e+01,3.180895805358886719e+01,-6.008651256561279297e+00,7.242976427078247070e-01,7.017384171485900879e-01,1.648240566253662109e+00,2.482544422149658203e+00,4.000000000000000000e+00
-4.072023773193359375e+01,3.122123718261718750e+01,-5.902225017547607422e+00,7.541493773460388184e-01,7.402576208114624023e-01,1.655877113342285156e+00,2.470873594284057617e+00,4.000000000000000000e+00
-6.399071502685546875e+01,-1.142013072967529297e+01,-5.685719490051269531e+00,7.322808504104614258e-01,7.369015812873840332e-01,1.777018904685974121e+00,2.698370218276977539e+00,4.000000000000000000e+00
-1.086653900146484375e+01,3.030972099304199219e+01,-6.065363407135009766e+00,7.198212742805480957e-01,6.770706176757812500e-01,1.588806152343750000e+00,1.730514049530029297e+00,4.000000000000000000e+00
-6.649182128906250000e+01,1.514757633209228516e+01,-4.509729862213134766e+00,5.979884862899780273e-01,5.548127293586730957e-01,1.663794040679931641e+00,1.922323822975158691e+00,4.000000000000000000e+00
-2.916187644004821777e-01,3.066429519653320312e+01,-5.887309551239013672e+00,7.778931856155395508e-01,6.795684099197387695e-01,1.685681581497192383e+00,1.767658710479736328e+00,4.000000000000000000e+00
3.286845982074737549e-01,4.549686431884765625e+01,-5.759364128112792969e+00,6.823089122772216797e-01,6.440268158912658691e-01,1.690202116966247559e+00,2.938875436782836914e+00,4.000000000000000000e+00
-4.757834243774414062e+01,4.949260330200195312e+01,-6.168418884277343750e+00,7.058346271514892578e-01,6.782333850860595703e-01,1.621244549751281738e+00,3.099046468734741211e+00,4.000000000000000000e+00
4.764663314819335938e+01,-2.818112945556640625e+01,-5.352282047271728516e+00,6.195221543312072754e-01,5.647589564323425293e-01,1.669832706451416016e+00,1.648126959800720215e+00,4.000000000000000000e+00
2.684041976928710938e+01,-4.872764205932617188e+01,-5.837314605712890625e+00,6.170836091041564941e-01,5.738577246665954590e-01,1.686198830604553223e+00,3.130698919296264648e+00,4.000000000000000000e+00
-3.819329452514648438e+01,-2.196581649780273438e+01,-5.911247730255126953e+00,7.282694578170776367e-01,6.510409712791442871e-01,1.672251462936401367e+00,1.726124286651611328e+00,4.000000000000000000e+00
7.985523700714111328e+00,4.055761337280273438e+01,-6.050136089324951172e+00,6.847501397132873535e-01,6.267617344856262207e-01,1.684323906898498535e+00,2.958377599716186523e+00,4.000000000000000000e+00
2.937200546264648438e+01,3.179178428649902344e+01,-4.863981723785400391e+00,6.994572877883911133e-01,6.401674747467041016e-01,1.724567890167236328e+00,1.759063243865966797e+00,4.000000000000000000e+00
-3.300559234619140625e+01,3.989228057861328125e+01,-5.900797843933105469e+00,6.989995241165161133e-01,6.089057326316833496e-01,1.668243885040283203e+00,1.797399997711181641e+00,4.000000000000000000e+00
5.117733764648437500e+01,-2.860298919677734375e+01,-5.426897048950195312e+00,6.807720661163330078e-01,6.194971799850463867e-01,1.748378276824951172e+00,4.871465206146240234e+00,4.000000000000000000e+00
1.863973045349121094e+01,3.088156127929687500e+01,-5.757987499237060547e+00,7.202203869819641113e-01,6.699497103691101074e-01,1.669704198837280273e+00,1.809126377105712891e+00,4.000000000000000000e+00
-1.390745067596435547e+01,5.974977874755859375e+01,-6.368970870971679688e+00,6.516925096511840820e-01,5.682630538940429688e-01,1.650513172149658203e+00,3.103390693664550781e+00,4.000000000000000000e+00
1.578030586242675781e+01,2.235554313659667969e+01,-5.725515842437744141e+00,7.228220105171203613e-01,6.371865868568420410e-01,1.743874669075012207e+00,1.652594804763793945e+00,4.000000000000000000e+00
-5.216590881347656250e+01,-2.851951408386230469e+01,-5.804818153381347656e+00,6.387588381767272949e-01,6.283727884292602539e-01,1.664739608764648438e+00,6.229148864746093750e+00,4.000000000000000000e+00
2.429267883300781250e+01,7.411460113525390625e+01,-5.612982749938964844e+00,6.443772912025451660e-01,5.976212620735168457e-01,1.699635028839111328e+00,3.024605989456176758e+00,4.000000000000000000e+00
